DateChar,Flow,Quality
01/05/2005 00:00:00,5.438866087505586,0
01/05/2005 00:05:00,5.425839843321498,0
01/05/2005 00:10:00,5.425839843321498,0
01/05/2005 00:15:00,5.451168651457222,0
01/05/2005 00:20:00,5.425839843321498,0
01/05/2005 00:25:00,5.451168651457222,0
01/05/2005 00:30:00,5.451168651457222,0
01/05/2005 00:35:00,5.451168651457222,0
01/05/2005 00:40:00,5.46347121540886,0
01/05/2005 00:45:00,5.476497459592946,0
01/05/2005 00:50:00,5.476497459592946,0
01/05/2005 00:55:00,5.4888000235445835,0
01/05/2005 01:00:00,5.501826267728671,0
01/05/2005 01:05:00,5.514128831680308,0
01/05/2005 01:10:00,5.514128831680308,0
01/05/2005 01:15:00,5.527155075864394,0
01/05/2005 01:20:00,5.540181320048481,0
01/05/2005 01:25:00,5.552483884000118,0
01/05/2005 01:30:00,5.565510128184204,0
01/05/2005 01:35:00,5.591562616552377,0
01/05/2005 01:40:00,5.604588860736464,0
01/05/2005 01:45:00,5.629917668872188,0
01/05/2005 01:50:00,5.669720081656896,0
01/05/2005 01:55:00,5.643667593288724,0
01/05/2005 02:00:00,5.669720081656896,0
01/05/2005 02:05:00,5.682746325840983,0
01/05/2005 02:10:00,5.69577257002507,0
01/05/2005 02:15:00,5.708798814209156,0
01/05/2005 02:20:00,5.722548738625692,0
01/05/2005 02:25:00,5.762351151410401,0
01/05/2005 02:30:00,5.80287724442756,0
01/05/2005 02:35:00,5.80287724442756,0
01/05/2005 02:40:00,5.843403337444718,0
01/05/2005 02:45:00,5.884653110694325,0
01/05/2005 02:50:00,5.925902883943932,0
01/05/2005 02:55:00,5.981626261842525,0
01/05/2005 03:00:00,5.99537618625906,0
01/05/2005 03:05:00,6.051823244390102,0
01/05/2005 03:10:00,6.065573168806638,0
01/05/2005 03:15:00,6.137217511819114,0
01/05/2005 03:20:00,6.180638325766068,0
01/05/2005 03:25:00,6.209585535064038,0
01/05/2005 03:30:00,6.282677238541413,0
01/05/2005 03:35:00,6.3116244478393835,0
01/05/2005 03:40:00,6.384716151316757,0
01/05/2005 03:45:00,6.370242546667773,0
01/05/2005 03:50:00,6.414387040847177,0
01/05/2005 03:55:00,6.48892610478945,0
01/05/2005 04:00:00,6.51859699431987,0
01/05/2005 04:05:00,6.563465168731723,0
01/05/2005 04:10:00,6.62425430825746,0
01/05/2005 04:15:00,6.685767128015646,0
01/05/2005 04:20:00,6.7161616977785155,0
01/05/2005 04:25:00,6.747279947773833,0
01/05/2005 04:30:00,6.809516447764469,0
